row	col	x	y	ground_height	water_level	flags	texture	ground_index	ground_tile	texture_variant	cliff	cliff_index	cliff_tile	layer_height
0	61	4736.0	-7680.0	-64.0	-3.25	73	40	8	Ybtl	2	1	1	CZlb	0
0	62	4864.0	-7680.0	-64.0	-3.25	73	81	1	Zdtr	5	1	1	CZlb	0
0	63	4992.0	-7680.0	-64.0	-3.25	73	66	2	Zdrg	4	1	1	CZlb	0
0	64	5120.0	-7680.0	-64.0	-3.25	73	76	12		4	1	1	CZlb	0
0	65	5248.0	-7680.0	-64.0	-3.25	73	49	1	Zdtr	3	1	1	CZlb	0
0	66	5376.0	-7680.0	-64.0	-3.25	73	64	0	Zdrt	4	1	1	CZlb	0
0	67	5504.0	-7680.0	-38.25	-3.25	73	49	1	Zdtr	3	1	1	CZlb	0
0	68	5632.0	-7680.0	-57.0	-3.25	73	68	4	Zsan	4	1	1	CZlb	0
0	69	5760.0	-7680.0	-64.0	-3.25	73	68	4	Zsan	4	1	1	CZlb	0
0	70	5888.0	-7680.0	-43.25	-3.25	73	44	12		2	1	1	CZlb	0
0	71	6016.0	-7680.0	-29.5	-3.25	73	44	12		2	1	1	CZlb	0
0	72	6144.0	-7680.0	-48.25	-3.25	73	17	1	Zdtr	1	1	1	CZlb	0
0	73	6272.0	-7680.0	-64.0	-3.25	73	41	9	Alvd	2	1	1	CZlb	0
0	74	6400.0	-7680.0	-64.0	-3.25	71	76	12		4	1	1	CZlb	0
0	75	6528.0	-7680.0	-64.0	-3.25	73	81	1	Zdtr	5	1	1	CZlb	0
0	76	6656.0	-7680.0	-34.5	-3.25	71	80	0	Zdrt	5	1	1	CZlb	0
0	77	6784.0	-7680.0	-43.25	-3.25	71	81	1	Zdtr	5	1	1	CZlb	0
0	78	6912.0	-7680.0	-57.0	-3.25	71	80	0	Zdrt	5	1	1	CZlb	0
0	79	7040.0	-7680.0	-48.25	-3.25	71	32	0	Zdrt	2	1	1	CZlb	0
0	80	7168.0	-7680.0	-47.0	-3.25	71	0	0	Zdrt	0	1	1	CZlb	0
0	81	7296.0	-7680.0	-44.5	-3.25	71	80	0	Zdrt	5	1	1	CZlb	0
0	82	7424.0	-7680.0	-29.5	-3.25	71	8	8	Ybtl	0	1	1	CZlb	0
0	83	7552.0	-7680.0	-3.25	-3.25	71	8	8	Ybtl	0	1	1	CZlb	0
0	84	7680.0	-7680.0	-3.25	-3.25	68	64	0	Zdrt	4	1	1	CZlb	0
0	85	7808.0	-7680.0	-3.25	-3.25	68	40	8	Ybtl	2	1	1	CZlb	0
0	86	7936.0	-7680.0	-3.25	-3.25	68	44	12		2	1	1	CZlb	0
0	87	8064.0	-7680.0	-3.25	-3.25	68	80	0	Zdrt	5	1	1	CZlb	0
0	88	8192.0	-7680.0	-3.25	-3.25	68	49	1	Zdtr	3	1	1	CZlb	0
1	0	-3072.0	-7552.0	-3.25	384.0	9	81	1	Zdtr	5	5	5		0
1	1	-2944.0	-7552.0	-3.25	-3.25	9	16	0	Zdrt	1	3	3		0
1	2	-2816.0	-7552.0	-3.25	-3.25	9	77	13		4	2	2		0
1	3	-2688.0	-7552.0	-3.25	-3.25	73	8	8	Ybtl	0	1	1	CZlb	0
1	4	-2560.0	-7552.0	-3.25	-3.25	73	4	4	Zsan	0	1	1	CZlb	0
1	5	-2432.0	-7552.0	-9.75	-3.25	73	49	1	Zdtr	3	1	1	CZlb	0
1	6	-2304.0	-7552.0	-22.75	-3.25	73	32	0	Zdrt	2	1	1	CZlb	0
1	7	-2176.0	-7552.0	-22.75	-3.25	73	32	0	Zdrt	2	1	1	CZlb	0
1	8	-2048.0	-7552.0	-48.75	-3.25	73	80	0	Zdrt	5	1	1	CZlb	0
1	9	-1920.0	-7552.0	-35.75	-3.25	73	33	1	Zdtr	2	1	1	CZlb	0
1	10	-1792.0	-7552.0	-16.25	-3.25	73	80	0	Zdrt	5	1	1	CZlb	0
1	11	-1664.0	-7552.0	-22.75	-3.25	73	5	5	Zbkl	0	1	1	CZlb	0
1	12	-1536.0	-7552.0	-35.75	-3.25	71	72	8	Ybtl	4	1	1	CZlb	0
1	13	-1408.0	-7552.0	-3.25	-3.25	65	32	0	Zdrt	2	1	1	CZlb	0
1	14	-1280.0	-7552.0	-3.25	-3.25	73	40	8	Ybtl	2	1	1	CZlb	0
1	15	-1152.0	-7552.0	-3.25	-3.25	73	36	4	Zsan	2	1	1	CZlb	0
1	16	-1024.0	-7552.0	-3.25	-3.25	73	80	0	Zdrt	5	1	1	CZlb	0
1	17	-896.0	-7552.0	-3.25	-3.25	73	32	0	Zdrt	2	1	1	CZlb	0
1	18	-768.0	-7552.0	-3.25	-3.25	73	16	0	Zdrt	1	1	1	CZlb	0
1	19	-640.0	-7552.0	-3.25	-3.25	73	64	0	Zdrt	4	1	1	CZlb	0
1	20	-512.0	-7552.0	-3.25	-3.25	73	48	0	Zdrt	3	1	1	CZlb	0
1	21	-384.0	-7552.0	-3.25	-3.25	73	44	12		2	1	1	CZlb	0
1	22	-256.0	-7552.0	-3.25	-3.25	73	6	6	Zgrs	0	1	1	CZlb	0
1	23	-128.0	-7552.0	-3.25	-3.25	73	44	12		2	1	1	CZlb	0
1	24	0.0	-7552.0	-3.25	-3.25	73	64	0	Zdrt	4	1	1	CZlb	0
1	25	128.0	-7552.0	-3.25	-3.25	68	64	0	Zdrt	4	1	1	CZlb	0
1	26	256.0	-7552.0	-3.25	-3.25	68	17	1	Zdtr	1	1	1	CZlb	0
1	27	384.0	-7552.0	-3.25	-3.25	73	40	8	Ybtl	2	1	1	CZlb	0
1	28	512.0	-7552.0	-3.25	-3.25	73	81	1	Zdtr	5	1	1	CZlb	0
1	29	640.0	-7552.0	-3.25	-3.25	73	68	4	Zsan	4	1	1	CZlb	0
1	30	768.0	-7552.0	-3.25	-3.25	73	76	12		4	1	1	CZlb	0
1	31	896.0	-7552.0	-3.25	-3.25	73	0	0	Zdrt	0	1	1	CZlb	0
1	32	1024.0	-7552.0	-3.25	-3.25	73	17	1	Zdtr	1	1	1	CZlb	0
1	33	1152.0	-7552.0	-3.25	-3.25	73	32	0	Zdrt	2	1	1	CZlb	0
1	34	1280.0	-7552.0	-3.25	-3.25	73	80	0	Zdrt	5	1	1	CZlb	0
1	35	1408.0	-7552.0	-3.25	-3.25	73	76	12		4	1	1	CZlb	0
1	36	1536.0	-7552.0	-3.25	-3.25	73	36	4	Zsan	2	1	1	CZlb	0
1	37	1664.0	-7552.0	-3.25	-3.25	73	48	0	Zdrt	3	1	1	CZlb	0
1	38	1792.0	-7552.0	-3.25	-3.25	73	17	1	Zdtr	1	1	1	CZlb	0
1	39	1920.0	-7552.0	-3.25	-3.25	73	16	0	Zdrt	1	1	1	CZlb	0
1	40	2048.0	-7552.0	-3.25	-3.25	73	76	12		4	1	1	CZlb	0
1	41	2176.0	-7552.0	-3.25	-3.25	73	81	1	Zdtr	5	1	1	CZlb	0
1	42	2304.0	-7552.0	-3.25	-3.25	73	4	4	Zsan	0	1	1	CZlb	0
1	43	2432.0	-7552.0	-3.25	-3.25	73	40	8	Ybtl	2	1	1	CZlb	0
1	44	2560.0	-7552.0	-3.25	-3.25	73	36	4	Zsan	2	1	1	CZlb	0
1	45	2688.0	-7552.0	-3.25	-3.25	73	36	4	Zsan	2	1	1	CZlb	0
1	46	2816.0	-7552.0	-3.25	-3.25	73	12	12		0	1	1	CZlb	0
1	47	2944.0	-7552.0	-3.25	-3.25	73	48	0	Zdrt	3	1	1	CZlb	0
1	48	3072.0	-7552.0	-3.25	-3.25	73	17	1	Zdtr	1	1	1	CZlb	0
1	49	3200.0	-7552.0	-3.25	-3.25	73	49	1	Zdtr	3	1	1	CZlb	0
1	50	3328.0	-7552.0	-3.25	-3.25	73	10	10		0	1	1	CZlb	0
1	51	3456.0	-7552.0	-3.25	-3.25	73	36	4	Zsan	2	1	1	CZlb	0
1	52	3584.0	-7552.0	-3.25	-3.25	73	12	12		0	1	1	CZlb	0
1	53	3712.0	-7552.0	-3.25	-3.25	73	65	1	Zdtr	4	1	1	CZlb	0
1	54	3840.0	-7552.0	-3.25	-3.25	73	74	10		4	1	1	CZlb	0
1	55	3968.0	-7552.0	-3.25	-3.25	73	12	12		0	1	1	CZlb	0
1	56	4096.0	-7552.0	-3.25	-3.25	73	8	8	Ybtl	0	1	1	CZlb	0
1	57	4224.0	-7552.0	-3.25	-3.25	73	4	4	Zsan	0	1	1	CZlb	0
1	58	4352.0	-7552.0	-3.25	-3.25	73	81	1	Zdtr	5	1	1	CZlb	0
1	59	4480.0	-7552.0	-3.25	-3.25	73	12	12		0	1	1	CZlb	0
1	60	4608.0	-7552.0	-3.25	-3.25	73	8	8	Ybtl	0	1	1	CZlb	0
1	61	4736.0	-7552.0	-3.25	-3.25	73	81	1	Zdtr	5	1	1	CZlb	0
1	62	4864.0	-7552.0	-3.25	-3.25	73	9	9	Alvd	0	1	1	CZlb	0
1	63	4992.0	-7552.0	-3.25	-3.25	73	72	8	Ybtl	4	1	1	CZlb	0
1	64	5120.0	-7552.0	-3.25	-3.25	73	16	0	Zdrt	1	1	1	CZlb	0
1	65	5248.0	-7552.0	-3.25	-3.25	73	16	0	Zdrt	1	1	1	CZlb	0
1	66	5376.0	-7552.0	-3.25	-3.25	73	81	1	Zdtr	5	1	1	CZlb	0
1	67	5504.0	-7552.0	-3.25	-3.25	73	12	12		0	1	1	CZlb	0
1	68	5632.0	-7552.0	-3.25	-3.25	73	77	13		4	1	1	CZlb	0
1	69	5760.0	-7552.0	-3.25	-3.25	73	9	9	Alvd	0	1	1	CZlb	0
1	70	5888.0	-7552.0	-3.25	-3.25	73	12	12		0	1	1	CZlb	0
1	71	6016.0	-7552.0	-3.25	-3.25	73	76	12		4	1	1	CZlb	0
1	72	6144.0	-7552.0	-3.25	-3.25	73	49	1	Zdtr	3	1	1	CZlb	0
1	73	6272.0	-7552.0	-3.25	-3.25	73	68	4	Zsan	4	1	1	CZlb	0
1	74	6400.0	-7552.0	-3.25	-3.25	73	81	1	Zdtr	5	1	1	CZlb	0
1	75	6528.0	-7552.0	-3.25	-3.25	73	32	0	Zdrt	2	1	1	CZlb	0
1	76	6656.0	-7552.0	-3.25	-3.25	73	36	4	Zsan	2	1	1	CZlb	0
1	77	6784.0	-7552.0	-3.25	-3.25	73	68	4	Zsan	4	1	1	CZlb	0
1	78	6912.0	-7552.0	-3.25	-3.25	73	36	4	Zsan	2	1	1	CZlb	0
1	79	7040.0	-7552.0	-3.25	-3.25	71	16	0	Zdrt	1	1	1	CZlb	0
1	80	7168.0	-7552.0	-3.25	-3.25	71	64	0	Zdrt	4	1	1	CZlb	0
1	81	7296.0	-7552.0	-3.25	-3.25	71	64	0	Zdrt	4	1	1	CZlb	0
1	82	7424.0	-7552.0	-3.25	-3.25	71	44	12		2	1	1	CZlb	0
1	83	7552.0	-7552.0	-3.25	-3.25	71	76	12		4	1	1	CZlb	0
1	84	7680.0	-7552.0	-3.25	-3.25	68	36	4	Zsan	2	1	1	CZlb	0
1	85	7808.0	-7552.0	-3.25	-3.25	68	17	1	Zdtr	1	1	1	CZlb	0
1	86	7936.0	-7552.0	-3.25	-3.25	68	48	0	Zdrt	3	1	1	CZlb	0
1	87	8064.0	-7552.0	-3.25	-3.25	68	4	4	Zsan	0	1	1	CZlb	0
1	88	8192.0	-7552.0	-3.25	-3.25	68	81	1	Zdtr	5	1	1	CZlb	0
2	0	-3072.0	-7424.0	-3.25	384.0	9	8	8	Ybtl	0	5	5		0
2	1	-2944.0	-7424.0	-3.25	0.0	9	49	1	Zdtr	3	3	3		0
2	2	-2816.0	-7424.0	-3.25	-3.25	9	81	1	Zdtr	5	2	2		0
2	3	-2688.0	-7424.0	-3.25	-3.25	9	48	0	Zdrt	3	2	2		0
2	4	-2560.0	-7424.0	-3.25	-3.25	9	34	2	Zdrg	2	2	2		0
2	5	-2432.0	-7424.0	-3.25	-3.25	9	65	1	Zdtr	4	2	2		0
2	6	-2304.0	-7424.0	-3.25	-3.25	9	32	0	Zdrt	2	2	2		0
2	7	-2176.0	-7424.0	-3.25	-3.25	9	17	1	Zdtr	1	2	2		0
2	8	-2048.0	-7424.0	-3.25	-3.25	9	12	12		0	2	2		0
2	9	-1920.0	-7424.0	-3.25	-3.25	9	44	12		2	2	2		0
2	10	-1792.0	-7424.0	-3.25	-3.25	9	12	12		0	2	2		0
2	11	-1664.0	-7424.0	-3.25	-3.25	9	49	1	Zdtr	3	2	2		0
2	12	-1536.0	-7424.0	-3.25	-3.25	9	12	12		0	2	2		0
2	13	-1408.0	-7424.0	-3.25	-3.25	9	76	12		4	2	2		0
2	14	-1280.0	-7424.0	-3.25	-3.25	9	68	4	Zsan	4	2	2		0
2	15	-1152.0	-7424.0	-3.25	-3.25	9	8	8	Ybtl	0	2	2		0
2	16	-1024.0	-7424.0	-3.25	-3.25	9	12	12		0	2	2		0
2	17	-896.0	-7424.0	-3.25	-3.25	9	17	1	Zdtr	1	2	2		0
2	18	-768.0	-7424.0	-3.25	-3.25	9	36	4	Zsan	2	2	2		0
2	19	-640.0	-7424.0	-3.25	-3.25	9	44	12		2	2	2		0
2	20	-512.0	-7424.0	-3.25	-3.25	9	32	0	Zdrt	2	2	2		0
2	21	-384.0	-7424.0	-3.25	-3.25	9	72	8	Ybtl	4	2	2		0
2	22	-256.0	-7424.0	-3.25	-3.25	9	44	12		2	2	2		0
2	23	-128.0	-7424.0	-3.25	-3.25	9	16	0	Zdrt	1	2	2		0
2	24	0.0	-7424.0	-3.25	-3.25	9	78	14		4	2	2		0
2	25	128.0	-7424.0	-3.25	-3.25	9	80	0	Zdrt	5	2	2		0
2	26	256.0	-7424.0	-3.25	-3.25	9	48	0	Zdrt	3	2	2		0
2	27	384.0	-7424.0	-3.25	-3.25	9	72	8	Ybtl	4	2	2		0
2	28	512.0	-7424.0	-3.25	-3.25	9	48	0	Zdrt	3	2	2		0
2	29	640.0	-7424.0	-3.25	-3.25	9	14	14		0	2	2		0
2	30	768.0	-7424.0	-3.25	-3.25	9	36	4	Zsan	2	2	2		0
2	31	896.0	-7424.0	-3.25	-3.25	9	81	1	Zdtr	5	2	2		0
2	32	1024.0	-7424.0	-3.25	-3.25	9	32	0	Zdrt	2	2	2		0
2	33	1152.0	-7424.0	-3.25	-3.25	9	16	0	Zdrt	1	2	2		0
2	34	1280.0	-7424.0	-3.25	-3.25	9	4	4	Zsan	0	2	2		0
2	35	1408.0	-7424.0	-3.25	-3.25	9	3	3	Zbks	0	2	2		0
2	36	1536.0	-7424.0	-3.25	-3.25	9	12	12		0	2	2		0
2	37	1664.0	-7424.0	-3.25	-3.25	9	68	4	Zsan	4	2	2		0
2	38	1792.0	-7424.0	-3.25	-3.25	9	80	0	Zdrt	5	2	2		0
2	39	1920.0	-7424.0	-3.25	-3.25	9	64	0	Zdrt	4	2	2		0
2	40	2048.0	-7424.0	-3.25	-3.25	9	36	4	Zsan	2	2	2		0
2	41	2176.0	-7424.0	-3.25	-3.25	9	38	6	Zgrs	2	2	2		0
2	42	2304.0	-7424.0	-3.25	-3.25	9	81	1	Zdtr	5	2	2		0
2	43	2432.0	-7424.0	-3.25	-3.25	9	80	0	Zdrt	5	2	2		0
2	44	2560.0	-7424.0	-3.25	-3.25	9	4	4	Zsan	0	2	2		0
2	45	2688.0	-7424.0	-3.25	-3.25	9	76	12		4	2	2		0
2	46	2816.0	-7424.0	-3.25	-3.25	9	81	1	Zdtr	5	2	2		0
2	47	2944.0	-7424.0	-3.25	-3.25	9	12	12		0	2	2		0
2	48	3072.0	-7424.0	-3.25	-3.25	9	64	0	Zdrt	4	2	2		0
2	49	3200.0	-7424.0	-3.25	-3.25	9	48	0	Zdrt	3	2	2		0
2	50	3328.0	-7424.0	-3.25	-3.25	9	44	12		2	2	2		0
2	51	3456.0	-7424.0	-3.25	-3.25	9	44	12		2	2	2		0
2	52	3584.0	-7424.0	-3.25	-3.25	9	16	0	Zdrt	1	2	2		0
2	53	3712.0	-7424.0	-3.25	-3.25	9	8	8	Ybtl	0	2	2		0
2	54	3840.0	-7424.0	-3.25	-3.25	9	44	12		2	2	2		0
2	55	3968.0	-7424.0	-3.25	-3.25	9	17	1	Zdtr	1	2	2		0
2	56	4096.0	-7424.0	-3.25	-3.25	9	76	12		4	2	2		0
2	57	4224.0	-7424.0	-3.25	-3.25	9	17	1	Zdtr	1	2	2		0
2	58	4352.0	-7424.0	-3.25	-3.25	9	17	1	Zdtr	1	2	2		0
2	59	4480.0	-7424.0	-3.25	-3.25	9	73	9	Alvd	4	2	2		0
2	60	4608.0	-7424.0	-3.25	-3.25	9	12	12		0	2	2		0
2	61	4736.0	-7424.0	-3.25	-3.25	9	36	4	Zsan	2	2	2		0
2	62	4864.0	-7424.0	-3.25	-3.25	9	64	0	Zdrt	4	2	2		0
2	63	4992.0	-7424.0	-3.25	-3.25	9	4	4	Zsan	0	2	2		0
2	64	5120.0	-7424.0	-3.25	-3.25	9	49	1	Zdtr	3	2	2		0
2	65	5248.0	-7424.0	-3.25	-3.25	9	80	0	Zdrt	5	2	2		0
2	66	5376.0	-7424.0	-3.25	-3.25	9	8	8	Ybtl	0	2	2		0
2	67	5504.0	-7424.0	-3.25	-3.25	9	12	12		0	2	2		0
2	68	5632.0	-7424.0	-3.25	-3.25	9	48	0	Zdrt	3	2	2		0
2	69	5760.0	-7424.0	-3.25	-3.25	9	80	0	Zdrt	5	2	2		0
2	70	5888.0	-7424.0	-3.25	-3.25	9	32	0	Zdrt	2	2	2		0
2	71	6016.0	-7424.0	-3.25	-3.25	9	17	1	Zdtr	1	2	2		0
2	72	6144.0	-7424.0	-3.25	-3.25	9	32	0	Zdrt	2	2	2		0
2	73	6272.0	-7424.0	-3.25	-3.25	9	68	4	Zsan	4	2	2		0
2	74	6400.0	-7424.0	-3.25	-3.25	9	80	0	Zdrt	5	2	2		0
2	75	6528.0	-7424.0	-3.25	-3.25	9	81	1	Zdtr	5	2	2		0
2	76	6656.0	-7424.0	-3.25	-3.25	9	76	12		4	2	2		0
2	77	6784.0	-7424.0	-3.25	-3.25	9	12	12		0	2	2		0
2	78	6912.0	-7424.0	-3.25	-3.25	9	36	4	Zsan	2	2	2		0
2	79	7040.0	-7424.0	-3.25	-3.25	9	17	1	Zdtr	1	2	2		0
2	80	7168.0	-7424.0	-3.25	-3.25	7	68	4	Zsan	4	2	2		0
2	81	7296.0	-7424.0	-3.25	-3.25	71	9	9	Alvd	0	1	1	CZlb	0
2	82	7424.0	-7424.0	-3.25	-3.25	71	44	12		2	1	1	CZlb	0
2	83	7552.0	-7424.0	-3.25	-3.25	71	36	4	Zsan	2	1	1	CZlb	0
2	84	7680.0	-7424.0	-3.25	-3.25	68	80	0	Zdrt	5	1	1	CZlb	0
2	85	7808.0	-7424.0	-3.25	-3.25	68	38	6	Zgrs	2	1	1	CZlb	0
2	86	7936.0	-7424.0	-3.25	-3.25	68	48	0	Zdrt	3	1	1	CZlb	0
2	87	8064.0	-7424.0	-3.25	-3.25	68	81	1	Zdtr	5	1	1	CZlb	0
2	88	8192.0	-7424.0	-3.25	-3.25	4	8	8	Ybtl	0	3	3		0
3	0	-3072.0	-7296.0	0.0	0.0	9	49	1	Zdtr	3	4	4		0
3	1	-2944.0	-7296.0	0.0	0.0	9	80	0	Zdrt	5	3	3		0
3	2	-2816.0	-7296.0	-3.25	-3.25	9	8	8	Ybtl	0	2	2		0
3	3	-2688.0	-7296.0	-3.25	-3.25	9	80	0	Zdrt	5	2	2		0
3	4	-2560.0	-7296.0	-3.25	-3.25	9	40	8	Ybtl	2	2	2		0
3	5	-2432.0	-7296.0	-3.25	-3.25	9	66	2	Zdrg	4	2	2		0
3	6	-2304.0	-7296.0	-3.25	-3.25	9	40	8	Ybtl	2	2	2		0
3	7	-2176.0	-7296.0	-3.25	-3.25	9	72	8	Ybtl	4	2	2		0
3	8	-2048.0	-7296.0	-3.25	-3.25	9	14	14		0	2	2		0
3	9	-1920.0	-7296.0	-3.25	-3.25	9	76	12		4	2	2		0
3	10	-1792.0	-7296.0	-3.25	-3.25	9	65	1	Zdtr	4	2	2		0
3	11	-1664.0	-7296.0	-3.25	-3.25	9	81	1	Zdtr	5	2	2		0
3	12	-1536.0	-7296.0	-3.25	-3.25	9	49	1	Zdtr	3	2	2		0
3	13	-1408.0	-7296.0	-3.25	-3.25	9	0	0	Zdrt	0	2	2		0
3	14	-1280.0	-7296.0	-3.25	-3.25	9	49	1	Zdtr	3	2	2		0
3	15	-1152.0	-7296.0	-3.25	-3.25	9	80	0	Zdrt	5	2	2		0
3	16	-1024.0	-7296.0	-3.25	-3.25	9	0	0	Zdrt	0	2	2		0
3	17	-896.0	-7296.0	-3.25	-3.25	9	45	13		2	2	2		0
3	18	-768.0	-7296.0	-3.25	-3.25	9	76	12		4	2	2		0
3	19	-640.0	-7296.0	-3.25	-3.25	9	32	0	Zdrt	2	2	2		0
3	20	-512.0	-7296.0	-3.25	-3.25	9	49	1	Zdtr	3	2	2		0
3	21	-384.0	-7296.0	-3.25	-3.25	9	4	4	Zsan	0	2	2		0
3	22	-256.0	-7296.0	-3.25	-3.25	9	8	8	Ybtl	0	2	2		0
3	23	-128.0	-7296.0	-3.25	-3.25	9	17	1	Zdtr	1	2	2		0
3	24	0.0	-7296.0	-3.25	-3.25	9	68	4	Zsan	4	2	2		0
3	25	128.0	-7296.0	-3.25	-3.25	9	17	1	Zdtr	1	2	2		0
3	26	256.0	-7296.0	-3.25	-3.25	9	72	8	Ybtl	4	2	2		0
3	27	384.0	-7296.0	-3.25	-3.25	9	8	8	Ybtl	0	2	2		0
3	28	512.0	-7296.0	-3.25	-3.25	9	40	8	Ybtl	2	2	2		0
